director,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,movies
Terry Miles,5.2,5.679798545047566,5.2581027667984195,1
Paul Gross,6.5,6.249122807017544,6.230344158991761,1
Tetsuya Nakashima,7.8,7.1809688581314886,7.61111901164341,1
Paul Fisher,6.0,6.0556245839804745,5.96778350515464,1
Tharun Bhascker Dhaassyam,8.2,6.476383763837639,6.995394736842106,1
Paul Downs Colaizzo,6.8,6.767785518260503,6.4316183348924225,1
Paul Dano,6.8,6.617194570135747,6.703500307044478,1
Paul Currie,5.8,5.7200960768614895,5.7,1
Thea Sharrock,7.4,7.214514257800574,7.278859468315629,1
Patxi Amezcua,5.8,5.938187702265373,5.775369458128079,1
Patty Jenkins,7.4,7.673802558616775,7.192160428981326,1
Teddy Chan,6.5,6.285251798561151,6.200265957446809,1
Sharan Sharma,5.2,5.4,5.386655112651646,1
Peggy Holmes,7.1,6.660356994603571,6.669982748706153,1
Paul Middleditch,5.2,5.526968004062976,5.2093693036821,1
Tanuja Chandra,7.1,6.297860962566846,6.618096357226793,1
Tanya Wexler,6.7,6.501734820322182,6.648849104859336,1
Tao Hai,5.8,5.815008625646923,5.776905311778291,1
Pawan Kumar,8.3,6.2465753424657535,7.6,1
Taran Killam,4.8,5.322465066284487,4.861004669135405,1
Tarik Saleh,6.7,6.078399378399379,6.500757122932855,1
Shashanka Ghosh,3.2,4.543424198947871,3.9827210539650366,1
Tatsuya Ishihara,8.1,6.908234019501625,7.378546338827345,1
Paul Verhoeven,7.1,6.987234042553192,7.0586862218549875,1
Paul Urkijo Alijo,6.4,6.287416193914389,6.185670731707317,1
Sharon Maguire,6.5,6.314015477214102,6.378210794994708,1
Paul Tibbitt,6.0,6.072565157750343,5.889403973509934,1
Te-Sheng Wei,7.5,6.575678798382438,7.020789649788089,1
Ted Geoghegan,5.7,5.979939819458375,5.524807740014885,1
Paul Solet,5.4,5.693704600484262,5.463157894736843,1
Roger Spottiswoode,7.4,6.829657794676805,7.187498242160034,1
Paul Scheuring,6.4,6.323065086936452,6.377366787377134,1
Paul Sampson,5.7,7.072988881621975,4.847446930579461,1
Paul Negoescu,7.7,7.051083957430036,7.2705392751864055,1
Sang-yoon Lim,6.7,6.320255863539446,6.341602067183462,1
Julia Leigh,5.3,5.407894263621651,5.2271444082519,1
Martin Koolhoven,7.1,6.571283354510801,6.929994614970382,1
Cláudio Torres,7.0,6.04620253164557,6.698864952513318,1
Claudio Fäh,5.4,5.724466891133558,5.368834968163827,1
Clea DuVall,6.0,6.0426848453067645,5.918166939443535,1
Clif Prowse,6.3,6.291961970613656,6.156822107081174,1
Clio Barnard,7.3,6.414285714285715,7.108566642737497,1
Clive Tonge,5.1,5.507955124936258,5.199259891830344,1
Clovis Cornillac,6.6,6.252331606217616,6.295866292421537,1
Colin Strause,4.4,4.499555319572576,4.4264147109621055,1
Courtney Solomon,4.4,4.570289697233719,4.5120882910846705,1
Colm McCarthy,6.6,6.6793727382388415,6.566820276497696,1
Conor McMahon,5.7,5.9,5.539494470774091,1
Coralie Fargeat,6.3,6.550439334455039,6.170794392523364,1
Cory Evans,6.4,6.12094897045658,6.104798172124905,1
Costa-Gavras,6.5,5.997199091597275,6.310381607015881,1
Courteney Cox,6.4,6.23454665784249,6.240517497769406,1
Claude Barras,7.8,7.1555353901996375,7.519119110066022,1
Clark Duke,5.9,6.002391410444119,5.7,1
Claire Scanlon,6.5,6.485639601372324,6.358253816793894,1
Claire McCarthy,6.6,6.076661083193747,6.118785865297493,1
Cindy Chupack,6.1,6.100399201596806,5.8557130203720105,1
Chuck Russell,5.4,5.643061516452074,5.27047216349542,1
Chuck Konzelman,5.8,6.046524064171123,5.110914843132086,1
Christopher Spencer,5.7,5.9,5.277519379844961,1
Christopher Papakaliatis,7.4,6.058460304731356,6.951112080244221,1
Christopher Morris,7.3,7.091200596569725,7.265546942291127,1
Christopher MacBride,6.3,6.250299401197605,6.107902007736231,1
Christopher Louie,5.3,5.682485875706215,5.269683257918552,1
Christopher Leone,6.1,6.309705042816366,5.871763377100099,1
Christopher Guest,5.7,6.02979992979993,5.555725828921705,1
Christopher Folino,5.5,7.194598205764459,5.064239577216677,1
Christopher Denham,4.7,5.445544554455445,4.912677657760091,1
Christopher Caldwell,6.2,6.311971168912567,6.059041572803604,1
Courtney Hunt,6.2,6.1814112066409725,6.066338466717158,1
Craig Moss,5.5,5.60501443948543,5.427112516945323,1
Christoffer Boe,7.4,6.212908124525438,7.08900171436107,1
Daniel Monzón,6.4,5.973378839590445,6.228094302554028,1
Dani de la Torre,6.6,6.067099567099568,6.443041506801535,1
Daniel Barber,6.0,6.012165129556434,5.9253359880537575,1
Daniel Benmayor,5.6,5.634183160013419,5.521753317380901,1
Daniel Cohen,6.6,6.245454545454546,6.517672886937431,1
Daniel Goldhaber,5.9,5.975393700787402,5.8827139152981855,1
Daniel Lee,6.0,5.709729334308705,5.879459792543905,1
Daniel Nettheim,6.7,6.666666666666667,6.654164183893294,1
Craig William Macneill,5.8,5.9,5.7,1
Daniel Ragussis,6.5,6.388620753666233,6.366433298168218,1
Daniel Ribeiro,7.9,7.353448275862069,7.603370786516853,1
Daniel Roby,5.9,5.9,5.8491482329010935,1
Daniel Schechter,5.8,5.974173553719008,5.7,1
Daniel Scheinert,7.0,7.01454208802165,6.873549055480857,1
Daniel St. Pierre,5.1,5.312244897959184,5.295483326298016,1
Dan Trachtenberg,7.2,7.3614801879766825,7.088329929562788,1
Dan Rush,6.4,6.456366809686568,6.369702216066482,1
Dan Kwan,7.0,7.01454208802165,6.873549055480857,1
Dan Bush,4.8,5.336057834169371,4.8734605377276665,1
Dan Bradley,5.4,5.522669311419666,5.217603154485284,1
Dan Berk,6.2,6.13974358974359,5.915086328898953,1
Dan Beers,5.8,5.953938277291571,5.7,1
Damon Beesley,6.4,6.223819591261451,6.368766732107799,1
Damián Szifron,8.1,7.793530626290434,8.072256259681408,1
Damien Macé,5.6,5.651228733459357,5.53201536737634,1
Damian Lee,5.6,5.707146556188503,5.624807740014884,1
Cédric Klapisch,7.0,6.4201370585134425,6.766844207723037,1
Cãlin Peter Netzer,7.4,6.298931909212283,7.116383049716383,1
Curtis Hanson,7.2,6.793427230046948,7.00874722982662,1
Cristina Jacob,4.9,5.567678958785249,5.0246069378587475,1
Cristina Gallego,7.5,6.633128834355828,7.192465402357765,1
Craig Zisk,5.8,5.841305245766213,5.7,1
Christophe Gans,6.4,6.291358024691358,6.245235487404162,1
Christian Volckman,6.0,5.9,5.869942891493839,1
Danishka Esterhazy,6.0,5.940511600237953,5.83783027665527,1
Casey La Scala,4.3,5.250458715596331,4.441558441558442,1
Carlos Martínez López,8.2,7.717666039257866,8.02361310035329,1
Carlos Reygadas,6.6,6.154178674351585,6.370525242223355,1
Carlos Vermut,7.3,6.239907192575407,6.857534246575343,1
Carol Morley,5.4,5.668098159509203,5.47209805335256,1
Caroline Labrèche,6.2,6.154280510018214,6.128764781307878,1
Cary Solomon,5.8,6.046524064171123,5.110914843132086,1
Cathy Yan,6.1,6.277758007117438,5.993841226827616,1
Charlie Kaufman,7.3,7.248469542378019,7.152700785166966,1
Cedric Nicolas-Troyan,6.1,6.0811320754716975,5.992895877240759,1
Celal Çimen,1.3,3.926839826839827,1.5324121075390111,1
Cesc Gay,7.3,6.321621621621622,6.999813158948353,1
Chad Crawford Kinkle,5.2,5.642399430402278,5.18802041364491,1
Chakri Toleti,6.2,5.75503355704698,5.773732597846073,1
Chang-min Choo,7.8,6.758447488584475,7.1797086368366285,1
Carlos López Estrada,7.4,7.397122665320546,7.0613293889248405,1
Carlos Brooks,5.9,6.008759124087591,5.778194505015263,1
Carlo Mirabella-Davis,6.4,6.169372693726938,6.191126837234622,1
Carlo Ledesma,5.9,5.9,5.791576109847528,1
Carlo Carlei,5.8,5.7104158998895835,5.7,1
Carla Simón,7.2,6.249539333805812,6.785887368184877,1
Carl Tibbetts,5.8,5.9,5.786886965643849,1
Carl Rinsch,6.3,6.180489073881374,6.193088672333956,1
Carl Bessai,5.8,5.953917050691244,5.7,1
Can Evrenol,5.8,5.963221772710556,5.620622808826561,1
C. Prem Kumar,8.6,7.480132725010369,7.8760333786144,1
Béla Tarr,7.8,7.202212389380531,7.487978373794127,1
Byung-woo Kim,7.1,6.249539333805812,6.748682559598494,1
Byung-seo Kim,7.1,6.3251682368775235,6.778604224058769,1
Byeong-heon Lee,7.1,6.198250728862974,6.611592470869436,1
Bryan Woods,6.3,6.4022040124328905,6.049031600407748,1
Bryan Bertino,5.4,5.82210433244916,5.269725282387394,1
Charles Matthau,6.0,6.937001820756625,5.473310225303292,1
Charlie Stratton,6.1,6.013005654632448,6.011071587372165,1
Christian Vincent,6.4,6.212148922273025,6.1621323529411764,1
Chris Sparling,5.5,5.694174757281553,5.459311981020167,1
Chris McCoy,6.1,6.001768172888016,5.941326031683943,1
Chris McKay,7.3,7.324642049736247,7.169786694060065,1
Chris Miller,6.6,6.655382041271611,6.587786673904193,1
Chris Peckover,6.5,6.468445780868257,6.349334105385061,1
Chris Rock,6.4,6.672701555869872,6.157688076499959,1
Chris Sivertson,5.1,5.642348754448399,5.069923534409516,1
Chris Williams,7.8,7.759301702902431,7.687326933434718,1
Chathra Weeraman,9.0,8.70848026868178,6.858718063648588,1
Christian Cantamessa,5.1,5.450416119141481,5.185787818129825,1
Christian Desmares,7.3,6.543434343434344,6.929886652787416,1
Christian Duurvoort,7.2,6.526660296225513,6.985151763740771,1
Christian E. Christiansen,4.8,4.845914396887159,4.848457438216766,1
Christian Gudegast,7.0,6.908470627392245,6.869150084837266,1
Christian Rivers,6.1,5.990209516350109,5.993284684604021,1
Chris Majors,4.8,6.858745476477683,4.540310077519379,1
Chris Lofing,4.2,4.549794238683128,4.388323917137477,1
Chris Kentis,5.2,5.382724389907625,5.250327126321087,1
Chris Kelly,6.8,6.626358695652174,6.471585198720877,1
Chris Hopewell,5.8,5.9,5.788011029852536,1
Chris Gorak,4.9,5.091668364228967,4.8282043246631146,1
Chris Fisher,5.3,5.561082474226804,5.354967706472447,1
Chris Evans,6.8,6.65017479607125,6.655914120707139,1
Chris Crow,5.3,5.614800514800515,5.3772797527047915,1
Chris Brinker,5.8,5.950908198330879,5.781276914435499,1
Chris Bouchard,4.2,5.150375187593797,4.6040948275862075,1
Chris Baugh,6.5,6.16499162479062,6.209782608695653,1
Chris Addison,5.4,5.39357454772302,5.322103111012875,1
Chloé Zhao,7.4,7.102633118782914,7.06713724348712,1
Chiwetel Ejiofor,7.6,6.8630573248407645,7.351534147146157,1
Chi-Kin Kwok,6.8,6.577523379554982,6.53974358974359,1
Cheol-soo Jang,7.3,6.7088779750661125,7.113541545274444,1
Danielle Krudy,6.4,6.2610513739546,6.080621572212065,1
Danny Mooney,5.7,5.736986301369862,5.539580447259054,1
Bruce Robinson,6.2,6.086783849864534,6.190923118816374,1
Egor Abramenko,6.3,6.1146435452793835,6.1521074685728365,1
Dwight H. Little,4.8,5.192056074766356,4.756928156666287,1
Dylan Brown,5.8,5.780840743734842,5.777370445802218,1
Dylan C. Brown,4.4,5.054005655042413,4.500600901352028,1
Dylan Kidd,5.3,5.319058050383352,5.246477040342071,1
Eduardo Rodriguez,5.4,5.69779630732579,5.39727626459144,1
Edward Norton,6.8,6.653037230568256,6.7303621169916426,1
Elijah Bynum,6.4,6.165319865319866,6.188496561977328,1
Emilio Estevez,7.4,7.23404255319149,7.201441419243563,1
Elise Duran,5.3,5.657069408740361,5.311557340473003,1
Elissa Down,6.3,6.053694581280788,5.979735417919422,1
Elizabeth Allen Rosenbaum,6.5,6.447892220773577,6.398798228969007,1
Elizabeth Wood,5.7,5.9,5.699999999999999,1
Elliot Goldner,5.8,5.80958904109589,5.778591308071077,1
Elliot Hegarty,5.8,5.900000000000001,5.624431956999755,1
Dustin Hoffman,6.8,6.743410310240261,6.606384572177494,1
Duncan Skiles,6.5,6.456912792464296,6.399015400151478,1
Duke Johnson,7.3,7.248469542378019,7.152700785166966,1
Drew Pearce,6.1,6.1632937721766785,5.983892617449664,1
Douglas McGrath,4.9,5.09923830250272,4.875898127846179,1
Doug Sweetland,6.8,6.585681623320949,6.657894736842105,1
Doug Ellin,6.6,6.5432232946711,6.477281117769005,1
Dorota Kobiela,7.8,7.282894982279425,7.707704478530304,1
Doron Paz,4.8,5.43208800332088,4.846636771300449,1
Donovan Marsh,6.6,6.576428792091443,6.465097508834693,1
Dong-hyuk Hwang,8.1,7.011968348170129,7.516256759113903,1
Donavon Warren,8.8,9.160056657223798,7.248094612352169,1
Donato Carrisi,6.8,6.052697419859266,6.59091427485269,1
Donald Petrie,5.7,5.682315405651778,5.6209731543624155,1
Don Scardino,5.9,5.713717421124829,5.894157342759487,1
Don McKellar,7.0,6.507843137254902,6.86816752864821,1
Don Coscarelli,6.4,6.5303135888501735,6.171767363071711,1
Eléonore Pourriat,6.3,6.013780260707636,6.208074153516163,1
Emily Ting,6.4,6.124821133736929,6.18328173374613,1
Dominique Rocher,6.0,6.011150599733452,5.94401940660571,1
Ewan McGregor,6.1,5.963302752293578,6.0521588326755165,1
Esteban Roel,6.7,6.13896499238965,6.397616370586912,1
Ethan Maniquis,6.6,6.576330560627578,6.591796330225054,1
Ethan Spaulding,7.5,6.583895538628945,6.971862182116489,1
Eugenio Derbez,7.5,7.149122807017543,7.169451697127938,1
Eugenio Mira,5.9,6.044413563090606,5.789884685413717,1
Evan Glodell,6.4,6.253587115666179,6.167168474651318,1
F. Javier Gutiérrez,4.5,4.757022214062786,4.477816353405963,1
Emma Tammi,5.5,5.746484375,5.558754406580493,1
Fabio Guaglione,5.9,5.726156433978133,5.7871233582281745,1
Fabio Resinaro,5.9,5.726156433978133,5.7871233582281745,1
Fabrice du Welz,6.4,6.2644287396937575,6.204671115347951,1
Farhad Safinia,7.3,6.875242718446602,7.098846854137164,1
Farhan Akhtar,7.1,6.314241486068111,6.745117996307937,1
Faruk Aksoy,6.7,5.847370914258645,6.468155401639997,1
Eshom Nelms,6.6,6.401046337817638,6.350913156913903,1
Ersoy Güler,6.4,5.916981132075472,6.1964524571096256,1
Ersan Özer,2.0,5.714889529298752,3.1909090909090914,1
Erik White,5.0,5.090160907412292,4.989314261674379,1
Erik Van Looy,6.3,5.986501079913607,6.275354282193469,1
Erik Poppe,7.2,6.158823529411765,7.007938540332907,1
Eric Wareheim,5.4,5.660132291040289,5.190372586347566,1
Eric Summer,6.8,6.373169151004537,6.587930068362659,1
Eric Rochant,6.1,5.900000000000001,6.004807234650166,1
Eric Lartigau,7.3,6.365420560747664,7.185362183850398,1
Eric Heisserer,6.4,6.364529239105893,6.256828320621672,1
Eric England,5.3,5.510011001100111,5.276816715317254,1
Eric D. Howell,5.2,5.5909796314258005,5.208794197642792,1
Eric Brevig,4.6,4.720170757737461,4.699655734734553,1
Enda Loughman,6.4,6.212403100775194,6.218605856439492,1
Emmanuelle Bercot,5.3,5.683371298405468,5.365423617926071,1
Emmanuel Adjei,5.4,5.590697674418605,5.303292894280762,1
Don Cheadle,6.4,6.274520856820744,6.187239240744221,1
Dominic Sena,5.4,5.349398979087765,5.307548166739003,1
Danny Strong,6.7,6.24139344262295,6.406159810467369,1
David Jung,5.7,5.83827018752392,5.615288182235132,1
David Foenkinos,6.6,6.210244988864143,6.497084048027444,1
David Gelb,5.2,5.287917608641045,5.132621105855488,1
David Grovic,5.2,5.343707657565181,5.1718821133341315,1
David Guy Levy,5.7,5.72463964518911,5.606168650916044,1
David Hackl,5.3,5.66849199663016,5.223228589032655,1
David Hayter,5.3,5.730548302872062,5.1535087719298245,1
David Kerr,6.2,6.1320959710276135,6.086555977548482,1
David Posamentier,6.3,6.175505757858699,6.229890161252628,1
David Leveaux,6.8,6.52249905624764,6.515600221279735,1
David Lynch,7.7,7.031365313653136,7.204084184205043,1
David Moreau,6.4,6.012195121951219,6.201574803149605,1
David Mun,6.5,7.543430201461937,4.9859357696567,1
David Oelhoffen,7.2,6.267244968771687,6.904433497536946,1
David P. Smith,6.1,6.040244995518374,5.853445065176909,1
David Farr,6.1,5.957446808510639,5.944923811272259,1
David Dhawan,3.8,5.128266033254157,4.355718046212343,1
David Brooks,4.7,4.925946149501035,4.690490292859494,1
David Beton,5.9,5.87451564828614,5.8524827750059405,1
David Barrett,5.6,5.8229305205228155,5.514095426034252,1
David A. Armstrong,5.7,5.849800796812749,5.6207468879668046,1
Dave Wilson,5.7,5.81564700359881,5.604623208506703,1
Dave McCary,7.3,7.090583418628454,6.999438427597273,1
Dave Franco,5.7,5.959481361426256,5.7,1
Daryn Tufts,5.8,5.955177050649933,5.699999999999999,1
Daryl Wein,5.4,5.657604412923561,5.4560852495793615,1
Darren Stein,5.9,6.0362854412233204,5.620449897750511,1
Darren Paul Fisher,6.8,6.552657172629385,6.569109947643979,1
Darren Doane,1.4,2.2379888268156423,2.399450274862569,1
Darko Mitrevski,7.7,6.080325329202169,6.7692130959218835,1
Dante Lam,6.7,6.148095545513234,6.347616376892876,1
Dante Ariola,5.7,5.801368474404461,5.620408163265306,1
David Palmer,6.1,6.253515398024405,5.982059562253319,1
David R. Ellis,4.0,4.490846877673225,4.033799152605367,1
Dominic Cooke,6.3,6.059287054409006,6.18845510317903,1
Dick Maas,5.5,5.766759310728182,5.530731407498464,1
Denzel Washington,7.2,7.209799626312737,7.0655231856576455,1
Derek Lee,6.3,6.291961970613656,6.156822107081174,1
Derick Martini,5.6,5.9,5.435448422545197,1
Dermot Mulroney,4.9,5.300801603206414,4.961232533142242,1
Desiree Akhavan,6.6,6.390167865707434,6.406965926270497,1
Dharmendra Suresh Desai,7.1,6.435747446610957,6.652249832102083,1
Diederick Koopal,7.5,5.956505576208179,7.058908507223115,1
David Raymond,5.9,5.9,5.7,1
Diederik Van Rooijen,5.2,5.417661691542289,5.177429345722028,1
Dileesh Pothan,8.3,6.571160528144545,7.313372664700099,1
Dimitar Mitovski,7.2,5.999656946826758,7.014234684765136,1
Director X.,5.1,5.553057781526782,5.189855072463768,1
Dmitriy Dyachenko,7.5,6.05249169435216,7.167198177676537,1
Dmitriy Kiselev,7.3,6.12055602358888,6.919228938600666,1
Dennis Lee,6.4,6.168518518518519,6.149510910458992,1
Deniz Gamze Ergüven,7.6,7.191669020050834,7.5043688343064225,1
Denise Di Novi,5.1,5.298408488063661,5.191561117045627,1
Denis Henry Hennelly,5.5,5.718389897395422,5.480042689434365,1
Demián Rugna,6.5,6.358173784977908,6.282471457353928,1
Declan Lowney,6.9,6.595956217695348,6.835677530017153,1
Declan Donnellan,5.4,5.499203187250996,5.427178836745788,1
Dean Craig,5.5,5.544997958350347,5.439525691699605,1
David Zucker,3.5,3.621901696174322,3.570007955449483,1
David Zellner,6.6,6.513375796178344,6.381499037179677,1
David Yarovesky,6.1,6.264457081926426,5.989889458074952,1
David Weaver,5.6,5.7776699029126215,5.616077170418007,1
David Twohy,6.4,6.566221106982579,6.292068003648718,1
David Trueba,7.0,6.311997177134792,6.6901072705601905,1
David Slade,5.0,5.122338257057493,4.808286453489978,1
David Siegel,7.4,7.088602864853644,7.287536385287114,1
David Schwimmer,6.9,6.739434810533076,6.853256466188844,1
Bruce Thierry Cheung,3.2,4.856027955736749,3.86673547626069,1
Brin Hill,7.0,6.859711653984781,6.817486075775287,1
Martin Guigui,4.5,5.111207235548565,4.75383777898748,1
Allen Coulter,7.1,6.933746913208457,7.080752309722833,1
Alice Lowe,5.9,5.9,5.857392415850022,1
Alice Rohrwacher,7.6,6.585633270321361,7.271805273833671,1
Alice Waddington,5.6,5.699203187250996,5.458354405757635,1
Alice Winocour,6.2,6.050778816199377,6.081065651760229,1
Alice Wu,6.9,6.68687731283803,6.68874279356731,1
Alister Grierson,5.9,5.812784454103809,5.8939514909574795,1
Allison Burnett,6.0,6.038837920489296,5.946120689655173,1
Amit Ravindernath Sharma,8.0,7.291258859264259,7.566433099766433,1
Alma Har'el,7.3,7.1748761819000455,6.918770226537216,1
Alphonse Puthren,8.3,7.006016907011437,7.68784131890778,1
Alê Abreu,7.6,6.428944246737841,7.068552253116012,1
Amanda Kernell,7.3,6.201960784313726,6.951340161255175,1
Amanda Sthers,6.1,5.955072463768117,5.927658548348203,1
Ami Canaan Mann,5.7,5.827196083763938,5.7,1
Ali Bilgin,6.8,6.026229508196722,6.357150566648677,1
Ali Abbasi,7.0,6.699599599599599,6.90069513406157,1
Alexis Wajsbrot,5.6,5.651228733459357,5.53201536737634,1
Alexandre de La Patellière,7.3,6.283673469387756,7.143566679702777,1
Alexandre Moors,6.0,6.019935948759008,5.842363112391931,1
Alexandre Heboyan,7.2,6.345283018867924,6.738149392607908,1
Alexandre Avancini,5.5,5.454979536152797,6.167007588254702,1
Alexandre Astier,6.9,6.0769470404984425,6.752561739771472,1
Alexandra-Therese Keining,6.9,6.454635597421914,6.518807755028085,1
Alex van Warmerdam,6.7,6.440143942423031,6.606568251891993,1
Alex Zamm,5.8,5.832797638570023,5.614501160092807,1
Alex Winter,3.3,4.625054466230937,4.27920489296636,1
Alex Smith,5.8,5.9504705299653295,5.7,1
Alex Richanbach,5.2,5.63703323055841,5.097779019416119,1
Alex Proyas,5.4,5.354699607986142,5.406569438969913,1
Alex Gregory,6.1,6.226833729650631,6.067868905132942,1
Alex Goyette,4.8,5.183489784649365,5.031895121141719,1
Amit Masurkar,7.7,6.7333493052228075,7.315441066347161,1
Amitabh Reza Chowdhury,9.1,8.735989375830014,7.881488844709521,1
Alessio Cremonini,7.3,5.94825493171472,6.858935879945429,1
Andrew Nackman,6.7,6.46140350877193,6.339131309068972,1
Andrew J. Smith,5.8,5.9504705299653295,5.7,1
Andrew Jarecki,6.3,6.2580008399832,6.27929320817228,1
Andrew Jay Cohen,5.6,5.6382068262862965,5.605747787101966,1
Andrew Lau,6.3,6.216849816849816,6.119276719405876,1
Andrew Martin,6.0,6.532217727105554,5.7,1
Andrew Mogel,5.0,5.426683937823834,5.119311402761207,1
Andrew Patterson,6.7,6.604856895056375,6.494773763591723,1
Amole Gupte,7.8,6.330395817774459,7.2827586206896555,1
Andrew Sullivan,5.0,5.40125313283208,5.167825461520019,1
Andrew Traucki,5.8,5.974741096236423,5.699999999999999,1
André Téchiné,7.1,6.427182044887781,6.710786766750069,1
Andrés Baiz,7.4,6.89290060851927,7.223294501174553,1
Andy Goddard,5.3,5.519780721790772,5.321951219512195,1
Andy Hamilton,6.9,6.468779646399311,6.705270409920772,1
Andrew Hyatt,6.6,6.43898916967509,6.117351598173516,1
Andrew Fleming,6.6,6.3345740281224145,6.431699820712029,1
Andrew Dominik,6.2,6.375983476631923,6.193002491113163,1
Andrew Bowler,5.8,5.858207217694995,5.7,1
Andrew Adamson,6.8,6.372399672399673,6.48161170561258,1
Andreas Öhman,7.1,6.191528107680128,6.794628751974724,1
Andreas Prochaska,7.1,6.487895716945997,6.916729938473622,1
Andrea Berloff,5.5,5.600452034153692,5.454132082280765,1
Anders Walter,6.1,6.114893617021277,6.070035208629859,1
Anders Thomas Jensen,6.7,6.186084583901774,6.559095392419333,1
Ananta Jalil,7.4,6.320293911826452,6.1647849462365585,1
Anand Tucker,6.5,6.180013324450367,6.3849769288550275,1
Amy S. Weber,7.0,6.484294421003282,6.478832116788322,1
Amy Poehler,5.4,5.664143681847339,5.355050922102945,1
Amy Heckerling,5.2,5.5822821728035,5.12547051442911,1
Amy Berg,6.1,6.0137931034482754,5.92781520692974,1
Amudhavan Karuppiah,9.0,7.936116430486404,7.755011655011654,1
Alex Brewer,5.4,5.690361445783132,5.431370908710656,1
Alessandro Carloni,7.1,7.0081937112692225,6.975545982957431,1
Andy Nyman,6.4,6.199497487437187,6.261550785004806,1
Aditya Dhar,8.3,7.5176813128639495,7.709721501470335,1
Adam Rodgers,6.5,6.184203711696159,6.337596427121397,1
Adam Schindler,5.7,5.9,5.616940538709131,1
Adamo P. Cultraro,4.8,5.431632110579479,4.87120315581854,1
Adil El Arbi,6.6,6.6398360532450935,6.481528088849893,1
Aditya Chopra,3.9,5.2989010989011,4.4819592628516,1
Aditya Datt,7.1,6.2686170212765955,6.687158566867684,1
Adrian Molina,8.4,8.338279224787064,8.279685595524581,1
Ahmed Khan,4.9,5.493150684931507,5.067697798929209,1
Adrian Vitoria,5.6,5.852548607461903,5.527654867256637,1
Adrián García Bogliano,6.0,6.150746268656717,5.700000000000001,1
Advait Chandan,7.9,7.1725768321513,7.444016382951491,1
Afonso Poyart,6.4,6.300199600798404,6.279026845637584,1
Agnieszka Holland,7.3,6.710029498525074,7.069186381996539,1
Agnieszka Smoczynska,6.3,6.28425800631484,6.07146529562982,1
Adam MacDonald,6.0,6.055466488532621,5.8786438868126005,1
Adam Kassen,6.8,6.693089178564039,6.7183855171390405,1
Adam B. Stein,6.7,6.611241610738255,6.5177556428767245,1
Adam Alleca,6.1,6.069621903520209,5.853314659197013,1
Abhay Chopra,7.2,6.483351708930541,6.708716110239749,1
Abe Sylvia,6.4,6.47979631158822,6.113028352757002,1
Abe Forsythe,6.3,6.279735682819384,6.11541194383353,1
Abderrahmane Sissako,7.1,6.649718574108817,6.964380509541799,1
Abdellatif Kechiche,7.7,7.665400963445735,7.6706020696143,1
Abby Kohn,5.5,5.370036185362437,5.510990822663076,1
Aaron Woodley,6.1,6.054651162790698,6.016440359306455,1
Aaron Sorkin,7.4,7.414153879171585,7.371524765079313,1
Aaron Schneider,7.0,6.907969275084013,6.842897930049964,1
Aaron Kaufman,4.5,5.450964187327824,4.732736114665984,1
Aaron Horvath,6.8,6.499699549323986,6.52905982905983,1
Aaron Harvey,4.6,5.08265306122449,4.700081885178782,1
Aaron Hann,6.0,6.068,5.984402620359779,1
Aharon Keshales,6.8,6.5542185338865835,6.690263367916999,1
Ahmet Katiksiz,8.3,6.087878787878789,7.776439790575917,1
Aleksey Sidorov,6.6,6.1906567366283,6.407156631669166,1
Alejandro Monteverde,7.4,6.826972740315638,7.144115354637568,1
Alec Gillis,4.5,5.306445672191528,4.758324145534731,1
Alejandro Amenábar,5.7,5.600477267018337,5.605080784473123,1
Alejandro Brugués,6.4,6.248848890749267,6.294721010678297,1
Alejandro Hidalgo,6.8,6.435897435897436,6.4744700045106,1
Alejandro Jodorowsky,7.5,6.763475546305932,7.061084529505583,1
Alejandro Landes,7.0,6.509366636931312,6.813566614082891,1
Aleksander Bach,5.7,5.724218939210462,5.602439917042821,1
Aisling Walsh,7.6,6.972925119881962,7.369249453485548,1
Aleksander Nordaas,5.6,5.9,5.470788107597924,1
Aleksandr Dulerayn,4.7,5.066451381413707,4.891424196018377,1
Aleksandr Kott,7.5,6.386161879895562,7.232023224653863,1
Aleksandr Sokurov,6.6,6.007602339181286,6.397889063552661,1
Aleksey Pimanov,6.9,5.14064837905237,2.7190184049079758,1
Aleksey Popogrebskiy,7.0,6.191417673235856,6.761511649238671,1
Alastair Orr,4.8,5.430033003300331,4.89810298102981,1
Alankrita Shrivastava,6.8,6.178499278499279,6.476184869002061,1
Alan White,5.2,5.651004016064258,5.184794086589229,1
Alan Rickman,6.5,6.398734905117884,6.332763423302277,1
Alan Poul,5.4,5.2854179377669315,5.219123384074046,1
Alain Guiraudie,6.9,6.5546961325966855,6.664815042398918,1
Alain Gagnol,6.9,6.552657172629385,6.7214551406040774,1
Alain Desrochers,5.7,5.9,5.611863803535413,1
Aku Louhimies,7.8,6.2065481002425225,7.447414372061786,1
Akshat Verma,7.6,6.85750452079566,7.368986097969285,1
Akiva Goldsman,6.2,5.986596970915427,6.08426064373967,1
Akiv Ali,6.6,6.090163934426229,6.166899766899767,1
Akhtem Seitablaev,7.9,6.323853211009175,7.27237545435108,1
Akarsh Khurana,7.5,6.6466666666666665,6.976963456491015,1
Akan Satayev,6.2,6.038903394255875,6.021182266009852,1
